Facility Type,Facility Number,Facility Name,Licensee,Facility Administrator,Facility Telephone Number,Facility Address,Facility City,Facility State,Facility Zip,County Name,Regional Office,Facility Capacity,Facility Status,License First Date,Closed Date,Price per week
INFANT CENTER,73407417,HUMMINGBIRD PRESCHOOL ACADEMY,"CALDERON, DELFINA","ESHOM, D & REIMER, C",(925) 946-0111,1715 & 1725 OAK PARK BLVD,PLEASANT HILL,CA,94523,CONTRA COSTA,2,24,CLOSED,6/28/2013,8/30/2016,
INFANT CENTER,13421421,HUSD - SCHOOL AGE PARENT PROGRAM,HAYWARD UNIFIED SCHOOL DISTRICT,"GRUBBS, HELEN DEE",(510) 723-3190,27035 WHITMAN RD,HAYWARD,CA,94544,ALAMEDA,52,22,CLOSED,10/27/2014,1/29/2019,
INFANT CENTER,573615111,HUTCHISON CHILD DEVELOPMENT CENTER,BRIGHT HORIZONS CHILDREN'S CENTERS LLC,"CINDER,DANIELLE",(530) 752-7676,1055 EXTENSION CENTER DRIVE,DAVIS,CA,95616,YOLO,53,36,LICENSED,5/2/2008,,
INFANT CENTER,444400150,H.A. HYDE INFANT MIGRANT & SEASONAL HEAD START.,PAJARO VALLEY UNIFIED SCHOOL DISTRICT,ANGELICA RENTERIA,(831) 761-6179,125 ALTA VISTA AVE.,WATSONVILLE,CA,95076,SANTA CRUZ,7,16,LICENSED,7/7/1995,,
INFANT CENTER,343622007,ICONIC KIDS CHILDCARE & LEARNING CENTER,"CHETLAPALLI, JANAKI","THOMPSON, IONA",(916) 542-7196,6035 MAIN AVENUE,ORANGEVALE,CA,95662,SACRAMENTO,3,8,LICENSED,8/1/2017,,
INFANT CENTER,414001616,"IHSD, INC-BADEN INFANT CENTER","INSTITUTE FOR HUMAN & SOCIAL DEVELOPMENT, INC, THE","SOSA, MERY",(650) 737-5748,825 SOUTHWOOD DRIVE,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,5,9,LICENSED,10/27/2003,,
INFANT CENTER,414000987,"IHSD, INC-MOONRIDGE INFANT CENTER","INSTITUTE FOR HUMAN & SOCIAL DEVELOPMENT, INC, THE",INES MORALES,(650) 712-9687,2001 MIRAMONTES POINT ROAD,HALF MOON BAY,CA,94019,SAN MATEO,5,9,LICENSED,7/20/2000,,
INFANT CENTER,103810009,"IMAGINARIUM LEARNING CENTER, THE",THREE CUGINI LLC,"JOHNSON, STEPHANIE/SHAWNA",(559) 909-0753,1570 MARION ST,KINGSBURG,CA,93631,FRESNO,4,8,LICENSED,9/14/2017,,
INFANT CENTER,233009679,IMAGINATION STATION-INFANT CENTER,IMAGINATION STATION PRESCHOOL & CHILDCARE CENTER,"RODRIGUEZ, SAPRINA",(707) 459-6543,262 EAST COMERCIAL STREET,WILLITS,CA,95490,MENDOCINO,1,52,LICENSED,8/20/2018,,
INFANT CENTER,414004208,IMAGINATION STATION (INF),BUILDING KIDZ OF DALY CITY & SAN BRUNO,"AGUIRRE, RAELI",(650) 746-8356,280 - 92ND STREET,DALY CITY,CA,94015,SAN MATEO,5,11,LICENSED,6/20/2016,,
INFANT CENTER,153801952,IMMANUEL CHRISTIAN CHILD DEVELOPMENT CENTER,IMMANUEL SOUTHERN BAPTIST CHURCH OF RIDGECREST CA.,"RAJARATNAM, RATNA",(760) 446-4507,1201 N. CHINA LAKE BLVD.,RIDGECREST,CA,93555,KERN,12,29,LICENSED,4/21/2003,,
INFANT CENTER,364830517,IMMANUEL DAY SCHOOL,IMMANUEL BAPTIST CHURCH,"ALFORD, KIMBERLY",(909) 862-6641,28355 E. BASELINE,HIGHLAND,CA,92346,SAN BERNARDINO,9,22,LICENSED,7/21/2009,,
INFANT CENTER,136608022,IMPERIAL VALLEY COLLEGE INFANT CENTER,IMPERIAL VALLEY COLLEGE,"GREEN, BECKY",(760) 355-6177,380 E. ATEN RD.,IMPERIAL,CA,92251,IMPERIAL,20,24,LICENSED,4/1/1999,,
INFANT CENTER,197493551,IN GOOD HANDS LEARNING CENTER- INFANTS,"WILLIS, JAMESETTA","WILLIS, JAMESETTA",(310) 629-7460,615 N. WILMINGTON AVENUE,COMPTON,CA,90220,LOS ANGELES,54,9,LICENSED,5/23/2018,,
INFANT CENTER,376701407,INCARNATION LUTHERAN PRESCHOOL-INFANT,SANDRA SCHUBERT,PAULINA ESCAMILLA,(858) 675-7570,16889 ESPOLA ROAD,POWAY,CA,92064,SAN DIEGO,51,8,LICENSED,11/29/2018,,
INFANT CENTER,103808547,INEZ C RODRIGUEZ MIGRANT HEAD START,COMMUNITY ACTION PARTNERSHIP OF MADERA,"MORAN, ANGELICA",(559) 277-8641,1501 DEL ALTAIR AVE,REEDLEY,CA,93654,FRESNO,4,14,LICENSED,8/13/2009,,
INFANT CENTER,334842876,INFANT CARE BY YOU'RE INVITED,"YOU'RE INVITED CHILDREN'S CENTER, INC.","WEST, JAMI",(951) 351-1023,3991 MADISON STREET,RIVERSIDE,CA,92504,RIVERSIDE,9,12,CLOSED,10/14/2014,6/12/2017,
INFANT CENTER,198017907,INFANT CENTER OF LA VERNE UNITED METHODIST CHURCH,LA VERNE UNITED METHODIST CHURCH,"NIEVES, VALERIE",(909) 596-5369,3205 D STREET,LA VERNE,CA,91750,LOS ANGELES,33,12,LICENSED,7/24/2014,,
INFANT CENTER,198006171,INFANT TODDLER CARE CENTER,LA HABRA CHRISTIAN CHURCH,RANDY ATANAY,(562) 697-1785,1400 BELLA VISTA DRIVE,LA HABRA HEIGHTS,CA,90631,LOS ANGELES,6,24,CLOSED,11/9/2000,2/28/2019,
INFANT CENTER,100401132,INFANT WORLD,"EDUCATIONAL INNOVATIONS, INC.","WINGFIELD, SYLVIA",(559) 229-8414,2228 N HOWARD,FRESNO,CA,93703,FRESNO,4,32,LICENSED,2/10/1994,,
INFANT CENTER,197419119,INGLEWOOD AVE. PRESCHOOL ACADEMY INF.,"TAJAUTA ENTERPRISES, INC.","APPLEWHITE, KAMIKO L.",(310) 674-5011,215 S. INGLEWOOD AVENUE,INGLEWOOD,CA,90301,LOS ANGELES,30,17,LICENSED,12/23/2013,,
INFANT CENTER,343623191,INSPIRING BEGINNINGS CHILDCARE CENTER,"DAVIS, JOSETTE","DAVIS, JOSETTE",(916) 646-4813,924 SAN JUAN ROAD,SACRAMENTO,CA,95834,SACRAMENTO,3,8,LICENSED,8/20/2019,,
INFANT CENTER,304371150,INT'L CHRISTIAN MONTESSORI ACADEMY OF COSTA MESA,UNISSA INC. DBA CHRISTIAN MONTESSORI SCHOOLS,"MAIDA, CECILE",(714) 966-0303,2950 MCCLINTOCK WAY,COSTA MESA,CA,92626,ORANGE,6,24,LICENSED,4/28/2017,,
INFANT CENTER,376105015,INTELLICHILDREN MONTESSORI INSTITUTE,JANET ANDRADE CERVANTES,BRANDY LEE PEARCE,(760) 471-0221,212 WEST SAN MARCOS BOULEVARD,SAN MARCOS,CA,92069,SAN DIEGO,51,20,LICENSED,1/21/2020,,
INFANT CENTER,376700875,INTELLICHILDREN OF SAN MARCOS - INFANT,"INTELLIGENT CHILDCARE SERVICES, INC",BRANDY PEARCE,(760) 471-0221,212 W. SAN MARCOS BOULEVARD,SAN MARCOS,CA,92069,SAN DIEGO,51,24,CLOSED,2/2/2012,1/21/2020,
INFANT CENTER,198009539,INTERNATIONAL SCHOOL OF MONTESSORI,KRMS MANAGEMENT INC.,LEIANNA PASMANT-SOLIS,(909) 594-8172,20781 AMAR RD. #1,WALNUT,CA,91789,LOS ANGELES,33,16,CLOSED,11/26/2003,6/8/2016,
INFANT CENTER,33616425,IONE-AMADOR TUOLUMNE COMMUNITY ACTION AGENCY,AMADOR TUOLUMNE COMMUNITY ACTION AGENCY,"BUCHANAN, SANDY",(209) 274-0395,108 W. MARLETTE STREET,IONE,CA,95640,AMADOR,53,12,LICENSED,7/16/2010,,
INFANT CENTER,304370991,IREMNANT INFANT-TODDLER CENTER,TRUE LOVE LUTHERAN CHURCH,"SONG, LYDIAMISOO",(714) 739-1004,1521 W. ORANGETHORPE AVE,FULLERTON,CA,92833,ORANGE,6,38,LICENSED,5/4/2015,,
INFANT CENTER,300606917,IRVINE CHILD DEVELOPMENT CENTER - INFANT,IRVINE CHILD DEVELOPMENT CENTER OPERATING CORP.,"TUCKER, LISA",(949) 724-6700,2 CIVIC CENTER PLAZA,IRVINE,CA,92606,ORANGE,6,32,LICENSED,9/30/1988,,
INFANT CENTER,198000499,ISABEL PATTERSON CHILD DEVELOPMENT CENTER,ASSOCIATED STUDENTS CA STATE UNIVERSITY LONG BEACH,"MARIKOS, RHONDA",(562) 985-7325,5700 ATHERTON ST.,LONG BEACH,CA,90815,LOS ANGELES,54,28,LICENSED,11/7/1995,,
INFANT CENTER,426215611,ISLA VISTA CHILDREN'S CENTER,"ISLA VISTA YOUTH PROJECTS, INC",CHRIS CALLAWAY,(805) 968-0488,701-H WEST CAMPUS POINT LANE,GOLETA,CA,93117,SANTA BARBARA,17,12,LICENSED,9/28/2018,,
INFANT CENTER,426210153,ISLA VISTA CHILDREN'S CENTER,"ISLA VISTA YOUTH PROJECTS, INC.",ELSIE GERMAN,(805) 968-0488,6842 PHELPS RD.,GOLETA,CA,93117,SANTA BARBARA,17,27,LICENSED,8/19/2004,,
INFANT CENTER,13421427,ISLAND HIGH CAL SAFE INFANT CENTER,ALAMEDA UNIFIED SCHOOL DISTRICT,"HANSEN, DELINDA",(510) 501-6629,500 PACIFIC AVE,ALAMEDA,CA,94501,ALAMEDA,2,12,LICENSED,8/22/2014,,
INFANT CENTER,197750052,IT'S A SMALL WORLD,"CANCHOLA, YESENIA&ANTONIO","CANCHOLA, ANTONIO&YESENIA",(661) 492-0550,44221 10TH ST WEST,LANCASTER,CA,93534,LOS ANGELES,12,24,LICENSED,2/8/2019,,
INFANT CENTER,343619947,IT'S KIDS TIME,"KELEDJIAN ENTERPRISES, LLC","KELEDJIAN, JONNA",(916) 932-8463,250 PALLADIO PARKWAY #1301,FOLSOM,CA,95630,SACRAMENTO,3,12,CLOSED,7/30/2014,11/3/2016,
INFANT CENTER,197417605,IVIE LEAGUE CHRISTIAN PRESCHOOL,IVIE LEAGUE CHRISTIAN PRESCHOOL. INC,"WALLACE, KIMYA",(323) 294-5437,4827 CRENSHAW BLVD.,LOS ANGELES,CA,90043,LOS ANGELES,30,10,LICENSED,5/6/2011,,
INFANT CENTER,192005972,IVIE LEAGUE CHRISTIAN PRESCHOOL (INFANT),MERCEDES HORNSBY & ALISA IVIE,MIESHA S. TRIPLETT,(323) 294-4447,4416 W. SLAUSON AVENUE,LOS ANGELES,CA,90043,LOS ANGELES,30,9,LICENSED,2/20/2001,,
INFANT CENTER,197493151,IVIE LEAUGE CHRISTIAN PRESCHOOL,ALISA IVIE AND DEVERA CARRABY,DEVERA CARRABY,(323) 299-5437,4843 CRENSHAW BLVD.,LOS ANGELES,CA,90043,LOS ANGELES,30,6,LICENSED,3/28/2017,,
INFANT CENTER,304270588,IVYCREST MONTESSORI PRIVATE SCHOOL,"CHILDREN'S INTERNATIONAL CENTER, INC.","TAKEDA, CLAIRE",(714) 879-6091,2025 E. CHAPMAN AVENUE,FULLERTON,CA,92831,ORANGE,6,32,LICENSED,6/18/1999,,
INFANT CENTER,103801978,JACK & JILL'S EDUCATIONAL CENTER,SHIRLEY J. & ROBERT E. HARRIS,EARLINE GRAVES,(559) 255-8817,969 S. WILLOW,FRESNO,CA,93727,FRESNO,4,20,LICENSED,12/19/2002,,
INFANT CENTER,334807216,JAN PETERSON CHILD DAY CARE CENTER,JAN PETERSON CHILD DAY CARE CENTER,LINDA BEDNAR,(951) 601-9200,26895 BRODIAEA AVENUE,MORENO VALLEY,CA,92555,RIVERSIDE,10,24,LICENSED,8/5/2002,,
INFANT CENTER,191806554,JARDIN DE NINOS INFANT CARE CENTER,CALIFORNIA CHILDREN'S ACADEMY,SUSANA CARRERA,(323) 223-1230,2422 MANITOU,LOS ANGELES,CA,90031,LOS ANGELES,33,32,LICENSED,5/24/1994,,
INFANT CENTER,304370110,JCC EARLY CHILDHOOD LEARNING CENTER,JEWISH COMMUNITY CENTER OF ORANGE COUNTY,"MONETTE, LISA",(949) 435-3400,"1 FEDERATION WAY, STE. 200",IRVINE,CA,92603,ORANGE,6,30,LICENSED,9/10/2004,,
INFANT CENTER,197407016,"JEFFREY FOUNDATION, THE","JEFFREY FOUNDATION, THE","MORRIS, ALYCE",(323) 965-7536,5443 W. WASHINGTON BLVD.,LOS ANGELES,CA,90016,LOS ANGELES,30,11,LICENSED,10/15/1999,,
INFANT CENTER,198400010,JEKAL INFANT CENTER,CATHERINE OCRAN,CATHERINE OCRAN,(310) 682-9660,900 E ROSECRANS AVE,LOS ANGELES,CA,90059,LOS ANGELES,54,11,LICENSED,6/12/2019,,
INFANT CENTER,198009358,JOB CORP EARLY HEADSTART,LONG BEACH UNIFIED SCHOOL DISTRICT,OLIVIA UGARTE & MARIA MORA,(562) 590-1532,1903 SANTA FE AVE.,LONG BEACH,CA,90810,LOS ANGELES,54,24,LICENSED,10/14/2003,,
INFANT CENTER,198018994,"JOURNEY BEGINS INFANT CARE CENTER, THE","MASJEDI, MICHELE","MASJEDI, MICHELE",(323) 551-5922,6438 YORK BLVD.,LOS ANGELES,CA,90042,LOS ANGELES,33,34,LICENSED,8/9/2016,,
INFANT CENTER,343622947,JOURNEY OF LIFE PRESCHOOL & DAYCARE,"FIRST BAPTIST CHURCH OF SACRAMENTO, THE","ROBBINS, JUDEA",(916) 443-6537,2324 L STREET,SACRAMENTO,CA,95816,SACRAMENTO,3,26,LICENSED,5/8/2019,,
INFANT CENTER,198020432,JOY'S CHILDREN'S LEARNING CENTER INC.,JOY & CRYSTAL CYPRIAN,JOY & CRYSTAL CYPRIAN,(626) 727-2059,13334 RAMONA BLVD. UNIT I,BALDWIN PARK,CA,91706,LOS ANGELES,33,30,CLOSED,,1/9/2020,
INFANT CENTER,198015240,JOY PICUS CDC/MOUNT WASHINGTON PS & CCC,"MOUNT WASHINGTON PRESCHOOL & CCC, INC.",ANDREA ROSALES,(213) 978-0026,111 E. FIRST STREET,LOS ANGELES,CA,90012,LOS ANGELES,33,26,LICENSED,7/8/2009,,
INFANT CENTER,103801356,JOYCE M. HUGGINS EARLY EDUCATION CENTER,"FRESNO STATE PROGRAMS FOR CHILDREN, INC.","RANDOLPH, BRITTNEY",(559) 278-0225,5005 N. MAPLE AVENUE,FRESNO,CA,93740,FRESNO,4,28,LICENSED,7/9/1998,,
INFANT CENTER,103808829,JOYFUL BEGININGS ENRICHMENT CENTER,FIRST CHURCH OF THE NAZARENE,"DAVIS, AMELITA",(559) 896-1495,2114 GOLDRIDGE,SELMA,CA,93662,FRESNO,4,8,LICENSED,2/25/2014,,
INFANT CENTER,153808885,JOYFUL JUNCTION,"SLOAN, JESSICA","SLOAN, JESSICA",(661) 822-8140,20110 PARK ROAD,TEHACHAPI,CA,93561,KERN,12,9,LICENSED,11/10/2014,,
INFANT CENTER,73407475,JOYFUL KIDS ACADEMY LLC DBA PARKSIDE JOYFUL KIDS,"JOYFUL KIDS ACADEMY, LLC","GARRITY, KAREN",(925) 687-2058,2898 CONCORD BLVD.,CONCORD,CA,94519,CONTRA COSTA,2,20,LICENSED,7/28/2015,,
INFANT CENTER,313615843,JOYLAND,MARONG INTERNATIONAL EDUCATION,"BENEDICT, SUZANNE",(916) 786-3660,307 SUTTER AVENUE,ROSEVILLE,CA,95678,PLACER,3,10,CLOSED,7/28/2009,5/31/2018,
INFANT CENTER,198015919,JOYLAND PRESCHOOL,SHELCO ENTERPRISE LLC,SHIELA SANGANI,(562) 863-9960,12645 PIONEER BLVD.,NORWALK,CA,90650,LOS ANGELES,54,18,LICENSED,12/18/2010,,
INFANT CENTER,93623159,JUBILEE KIDS ACADEMY,JUBILEE KIDS ACADEMY,"COLABROY,KIMBERLY",(530) 541-5411,2249 HELEN AVENUE,SOUTH LAKE TAHOE,CA,96150,EL DORADO,3,8,LICENSED,10/29/2019,,
INFANT CENTER,376701353,JUMP PRESCHOOL INC,JUMP PRESCHOOL INC,DENISE GARCIA,(619) 303-1541,3327 KENORA DRIVE,SPRING VALLEY,CA,91977,SAN DIEGO,20,8,LICENSED,3/1/2018,,
INFANT CENTER,13421398,JUMPSTART DISCOVERIES LEARNING CENTER,JUMPSTART DISCOVERIES LEARNING CENTER,"TURNEY, RHONDA",(510) 522-3194,2001 SANTA CLARA AVE.,ALAMEDA,CA,94501,ALAMEDA,2,24,LICENSED,4/10/2014,,
INFANT CENTER,364817505,"JUMPSTART LEARNING CENTER, INC.","JUMPSTART LEARNING CENTER, INC.",MIREYA GOMEZ,(909) 373-1831,10213 BASELINE ROAD,RANCHO CUCAMONGA,CA,91730,SAN BERNARDINO,9,24,LICENSED,6/28/2006,,
INFANT CENTER,304370893,JUNIOR SEQUOIAS PRESCHOOL,"JUNIOR SEQUOIAS, LLC.",ANNETTE CLARK,(562) 691-3119,1100 WEST LA HABRA BLVD.,LA HABRA,CA,90631,ORANGE,6,14,CLOSED,1/24/2014,11/9/2018,
INFANT CENTER,197415599,JUNIORVERSITY,"CREWS, GWENDOLYN","CREWS, GWENDOLYN",(310) 638-3500,2400 S. CENTRAL AVENUE,COMPTON,CA,90220,LOS ANGELES,54,12,LICENSED,9/3/2008,,
INFANT CENTER,197419527,JUS KIDS ACADEMY,JUS KIDS ACADEMY,"VITELA, MARIANA",(323) 777-0704,11211 WESTERN AVE,LOS ANGELES,CA,90047,LOS ANGELES,30,11,LICENSED,12/2/2014,,
INFANT CENTER,334845788,JUST 4 KIDS PRESCHOOL (INFANT),JUST 4 KIDS PRESCHOOL - CORONA (INFANTS),KATHRYNE BARRACOSO,(844) 852-4543,1585 E ONTARIO AVE,CORONA,CA,92881,RIVERSIDE,9,24,PENDING,,,
INFANT CENTER,364841171,JUST 4 TODDLERS PRESCHOOL,"EIDSON, CANDY",LINDA MEZA,(760) 244-4600,15400 RANCHERO ROAD,HESPERIA,CA,92345,SAN BERNARDINO,12,8,CLOSED,9/19/2011,12/27/2019,
INFANT CENTER,367750020,JUST 4 TODDLERS PRESCHOOL,"ALL 4 KIDS, INC.","MEZA, LINDA",(760) 244-4600,15400 RANCHERO ROAD,HESPERIA,CA,92345,SAN BERNARDINO,12,8,LICENSED,12/30/2019,,
INFANT CENTER,343601392,JUST KIDS AT DISCOVERY TREE SCHOOL,"DISCOVERY TREE SCHOOLS, INC.",LETICIA CUELLAR,(916) 323-5301,1235 H STREET,SACRAMENTO,CA,95814,SACRAMENTO,3,20,LICENSED,8/21/1995,,
INFANT CENTER,434406742,K'S QUALITY CHILD DEVELOPMENT CENTER INC.,K'S QUALITY CHILD DEVELOPMENT CENTER INC.,KOKAB GHOLAMIPOUR,(408) 377-6660,15063 UNION AVENUE,SAN JOSE,CA,95124,SANTA CLARA,7,10,LICENSED,2/4/2004,,
INFANT CENTER,197418426,KAI'S JUSTICE LEARNING ACADEMY,KAI'S JUSTICE LEARNING ACADEMY,"TOLLIVER, ADRIENNE",(661) 718-3614,2739 W. AVENUE L,LANCASTER,CA,93536,LOS ANGELES,12,10,LICENSED,9/14/2012,,
INFANT CENTER,384004001,KAI MING EARLY HEAD START-BROADWAY CENTER INF,"KAI MING, INC.",CARMEN NGAN,(415) 982-4570,820 BATTERY STREET,SAN FRANCISCO,CA,94111,SAN FRANCISCO,5,25,LICENSED,8/2/2018,,
INFANT CENTER,384002725,KAI MING RAINBOW INFANT/TODDLER CENTER,"KAI MING, INC.","CHIU, SHIRLEY",(415) 982-4777,799 PACIFIC AVENUE,SAN FRANCISCO,CA,94133,SAN FRANCISCO,5,22,LICENSED,7/1/2016,,
INFANT CENTER,304270968,KATHERINE IRVINE DAY SCHOOL,"ORANGE COUNTY HEAD START, INC.",ROSA DOMINGUEZ,(714) 541-8164,1002 WEST 2ND STREET,SANTA ANA,CA,92701,ORANGE,6,16,LICENSED,11/22/2002,,
INFANT CENTER,380504984,KATHERINE MICHIELS SCHOOL,"MICHIELS, KATHERINE","ZELLERBACH, LAURA ROSE",(415) 821-1434,1335 GUERRERO STREET,SAN FRANCISCO,CA,94110,SAN FRANCISCO,5,15,LICENSED,3/23/1993,,
INFANT CENTER,191598992,KATHY KREDEL NURSERY SCHOOL,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,GWEN BLACKMON,(626) 574-3524,300 W. HUNTINGTON DRIVE,ARCADIA,CA,91007,LOS ANGELES,33,55,LICENSED,5/11/1992,,
INFANT CENTER,45407010,KATIE'S KIDS PRESCHOOL,"BURNS, KATIE","BURNS, KATIE",(530) 520-5501,120 YELLOWSTONE DRIVE,CHICO,CA,95973,BUTTE,13,16,LICENSED,12/22/2016,,
INFANT CENTER,540404975,KAWEAH KIDS' CENTER - INFANT CENTER,KAWEAH DELTA DISTRICT HOSPITAL,"HARDIE, KATHRYN",(559) 624-2170,507 W. WILLOW,VISALIA,CA,93291,TULARE,4,42,LICENSED,9/9/1993,,
INFANT CENTER,304370316,"KELLIE'S ACADEMY FOR KIDS, CHILD DEV. CTR.","GILLESPIE, KELLIE","FERRIA, DANAE",(714) 377-0533,5702 CLARK DRIVE,HUNTINGTON BEACH,CA,92649,ORANGE,6,28,LICENSED,2/14/2007,,
INFANT CENTER,173002941,KELSEYVILLE MIGRANT HEAD START-INFANT,E CENTER,"FLORES, PATRICIA",(707) 279-1022,5081 A KONOCTI ROAD,KELSEYVILLE,CA,95451,LAKE,1,32,LICENSED,8/18/1999,,
INFANT CENTER,93603529,KEN LOWRY CHILD DEVELOPMENT CENTER,EL DORADO COUNTY OFFICE OF EDUCATION,"FIERI, KARRIE",(916) 622-7130,6767 GREEN VALLEY ROAD,PLACERVILLE,CA,95667,EL DORADO,3,22,CLOSED,8/28/1998,7/1/2017,
INFANT CENTER,503808695,KEYES HEAD START,KEYES U.S.D.,"ANDERSON, TAMARA",(209) 656-2388,4621 NUNES ROAD,TURLOCK,CA,95382,STANISLAUS,4,16,CLOSED,9/7/2011,5/1/2015,
INFANT CENTER,198018406,KEYSTONE MONTESSORI PRESCHOOL,KEYSTONE DAYCARE AND HOME PRESCHOOL LLC,BHAGYA WIJEWARDANE,(562) 303-7273,7056 WASHINGTON AVE.,WHITTIER,CA,90602,LOS ANGELES,33,25,CLOSED,,6/19/2015,
INFANT CENTER,376700682,"KID'S BAY - INFANT, THE","CARMEL VALLEY CHILDREN'S CENTER, LLC","NICHOLS, SHEREE",(858) 240-6710,13770 CARMEL VALLEY ROAD,SAN DIEGO,CA,92130,SAN DIEGO,51,36,LICENSED,4/6/2010,,
INFANT CENTER,93615348,KID'S TOWN INFANT AND TODDLER PRESCHOOL CC,KID'S TOWN INFANT AND TODDLER AND CHILDCARE,"ALDRICH, RESA",(530) 677-0201,3460 ROBIN LANE,CAMERON PARK,CA,95682,EL DORADO,3,24,LICENSED,8/15/2008,,
INFANT CENTER,13416345,KIDANGO - DECOTO INFANT CENTER,"KIDANGO, INC.","GARCIA, CATALINA",(510) 744-9280,600 G STREET,UNION CITY,CA,94587,ALAMEDA,52,16,LICENSED,5/17/2002,,
INFANT CENTER,13422030,KIDANGO - EDEN YOUTH CENTER,"KIDANGO, INC.","JOSEPH, STEPHANIE",(510) 782-6084,680 WEST TENNYSON RD,HAYWARD,CA,94544,ALAMEDA,52,25,LICENSED,7/1/2015,,
INFANT CENTER,10214395,KIDANGO - MARIE KAISER INFANT CENTER,KIDANGO INC.,"SAHOTA, RAJWINDER",(510) 226-8130,4457 SENECA PARK AVENUE,FREMONT,CA,94538,ALAMEDA,52,37,LICENSED,3/11/1992,,
INFANT CENTER,13422037,KIDANGO - REACH,"KIDANGO, INC.",CONNIE BYRD,(510) 481-4526,16335 E. 14TH ST,SAN LEANDRO,CA,94578,ALAMEDA,52,25,LICENSED,7/28/2015,,
INFANT CENTER,10206000,KIDANGO - RIX INFANT CENTER,"KIDANGO, INC.","ETEMADI, MAHBOOB",(510) 656-3949,43100 ISLE ROYAL STREET,FREMONT,CA,94538,ALAMEDA,52,64,CLOSED,12/13/1983,4/24/2018,
INFANT CENTER,13416837,KIDANGO - WASHINGTON HOSPITAL CENTER,"KIDANGO, INC.","GARNICA, MARIA",(510) 608-3288,2500 MOWRY AVENUE,FREMONT,CA,94538,ALAMEDA,52,24,LICENSED,7/17/2003,,
INFANT CENTER,13419468,KIDANGO ALMOND INFANT,KIDANGO,"BUGARIN-JEBEJIAN, ANIKA",(925) 371-0684,1401 ALMOND AVE.,LIVERMORE,CA,94550,ALAMEDA,52,17,CLOSED,6/11/2009,9/22/2016,
INFANT CENTER,434415211,KIDANGO ARBUCKLE,"KIDANGO, INC.",IRENE BURGOS,(408) 905-8985,"1910 CINDERELLA LN, RM 165&166",SAN JOSE,CA,95116,SANTA CLARA,7,32,LICENSED,8/22/2017,,
INFANT CENTER,13422449,KIDANGO CASTLEMONT PRESCHOOL,KIDANGO,"WILLIAMS, NGLEGE",(510) 456-0876,8601 MACARTHUR BLVD. BLD. 300,OAKLAND,CA,94605,ALAMEDA,2,24,LICENSED,2/7/2017,,
INFANT CENTER,434413137,KIDANGO CHYNOWETH INFANT,"KIDANGO, INC.",VIRGINIA FAGUNDES,(408) 353-0458,5312 TERNER WAY,SAN JOSE,CA,95136,SANTA CLARA,7,12,LICENSED,9/12/2014,,
INFANT CENTER,434414074,KIDANGO EDEN PALMS INFANT,"KIDANGO, INC.",MICHELLE PALACPAC,(408) 200-2910,5398 MONTEREY RD,SAN JOSE,CA,95111,SANTA CLARA,7,9,LICENSED,9/12/2014,,
INFANT CENTER,13422493,KIDANGO ESTHER HOBBS,KIDANGO INC,MAHBOOB ETEMADI,(510) 897-6962,4455 SENECA PARK AVENUE,FREMONT,CA,94538,ALAMEDA,52,32,LICENSED,3/28/2018,,
INFANT CENTER,434415706,KIDANGO FOXDALE,KIDANGO INC.,THAO NGUYEN,(408) 290-7666,1250 FOXDALE LOOP,SAN JOSE,CA,95112,SANTA CLARA,7,16,LICENSED,10/10/2017,,
INFANT CENTER,434400492,KIDANGO VALLEY MEDICAL CENTER,"KIDANGO, INC.","GRAY, STACIE",(408) 429-2683,730 EMPEY WAY,SAN JOSE,CA,95128,SANTA CLARA,7,13,LICENSED,12/14/1998,,
INFANT CENTER,364844285,KIDCARE CHILD DEVELOPMENT CENTER,JULIANA IKEJI,PATRICIA JACOBS,(760) 955-6466,15025 GRAVILLA RD,VICTORVILLE,CA,92392,SAN BERNARDINO,12,8,LICENSED,7/10/2018,,
INFANT CENTER,334830641,KIDD STREET PRESCHOOL OF RIVERSIDE,KIDD STREET MANAGEMENT INC,MELISSA HAWTHORNE,(951) 688-4242,10250 KIDD STREET,RIVERSIDE,CA,92503,RIVERSIDE,9,28,LICENSED,7/31/2009,,
INFANT CENTER,73408286,KIDDIE ACADEMY,"KHARE, RISHU & KHARE, VIJAY","BRUCE, SHANNON",(925) 683-3369,8680 BRENTWOOD BLVD.,BRENTWOOD,CA,94513,CONTRA COSTA,2,24,LICENSED,7/16/2019,,
INFANT CENTER,73408865,KIDDIE ACADEMY,"KHARE, RISHU & KHARE, VIJAY","KHARE,RISHU & KHARE,VIJAY",(707) 685-4648,1620 NERLOY RD.,OAKLEY,CA,94561,CONTRA COSTA,2,48,LICENSED,7/24/2019,,
INFANT CENTER,313619825,KIDDIE ACADEMY,"DALJIT, MIDHA",NANCY FUGATE,(916) 789-1122,5100 FOOTHILLS BLVD,ROSEVILLE,CA,95747,PLACER,3,32,CLOSED,5/16/2014,6/7/2017,
INFANT CENTER,364845371,KIDDIE ACADEMY,FRANK AND LIN EDUCATIONAL,PAMELA FOX,(909) 529-6661,15861 POMONA RINCON RD,CHINO HILLS,CA,91709,SAN BERNARDINO,9,24,LICENSED,1/28/2019,,
